RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,TransactionFrequency,AvgTransactionAmount,ComplaintsFiled,CustomerSatisfaction,HasLoan
1750,15703820,Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1,29,3431.1161625175073,3,1,1
1751,15569410,Tang,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0,17,5863.41157064296,0,5,0
1752,15632256,Schroeder,541,France,Male,29,7,127504.57,1,0,0,86173.92,0,15,4537.183996693486,1,5,0
1753,15724466,Swearingen,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0,14,6860.583418579237,2,3,0
1754,15777639,McGregor,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0,16,4772.74613096154,1,3,1
1755,15802501,Onyeorulu,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0,30,3277.9537870234826,0,5,0
1756,15778410,Clarke,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1,18,1928.2706582689793,2,2,0
1757,15670702,Smith,618,France,Male,37,2,168178.21,2,0,1,101273.23,0,12,1271.8703498885757,0,3,1
1758,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1,22,7625.018687908871,2,1,0
1759,15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0,19,4084.4212942819613,0,5,0
1760,15757646,Olague,584,France,Male,35,9,0.0,2,1,0,192381.21,0,19,5677.148380163298,0,4,0
1761,15701121,Holt,521,France,Male,38,5,110641.18,1,0,1,136507.69,1,18,8566.459783489037,3,2,0
1762,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1,21,3874.3913374042177,2,1,0
1763,15815660,Mazzi,758,France,Female,34,1,154139.45,1,1,1,60728.89,0,17,3745.0450312376925,2,4,0
1764,15602844,Niu,717,France,Male,38,7,97459.06,1,0,0,189175.71,0,16,4735.676495289352,1,5,1
1765,15636238,Graham,611,France,Male,40,1,0.0,2,1,1,102547.56,0,15,5058.865400839985,0,3,0
1766,15770101,Millar,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0,22,8775.102700511692,1,4,0
1767,15645543,Bell,636,France,Female,34,3,0.0,2,1,1,44756.25,0,20,8131.641188188227,0,4,0
1768,15596397,Kelly,814,France,Female,48,7,0.0,2,1,1,132870.15,0,12,6241.750831813494,0,5,0
1769,15770525,T'an,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0,18,7898.827537993736,0,3,0
1770,15684267,Davila,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0,16,4643.561974864288,0,4,0
1771,15689980,Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1,15,5598.329134376957,3,1,0
1772,15633260,Dumetochukwu,600,France,Male,37,1,142663.46,1,0,1,88669.89,0,18,4396.9727109226105,0,3,0
1773,15756471,Giles,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0,19,2419.263234840721,3,4,0
1774,15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0,26,7407.74948358719,1,5,1
1775,15802256,Yao,439,France,Male,28,7,110976.23,2,1,0,138526.96,0,23,6063.397467979721,0,4,0
1776,15725664,Wallace,549,France,Female,38,8,107283.4,1,0,0,157442.75,0,19,5036.146946847328,1,4,0
1777,15674851,T'ien,622,France,Male,38,5,0.0,2,0,0,105295.77,0,19,4995.064301375649,0,4,0
1778,15701946,Ndubueze,715,France,Male,34,4,124314.45,1,0,0,97782.92,0,22,1987.5702581869832,2,3,0
1779,15748947,Chukwuraenye,657,France,Female,41,5,95858.37,1,1,1,68255.88,0,14,3045.049333694569,2,4,0
1780,15673342,K'ung,703,France,Male,36,2,0.0,2,1,0,108790.95,0,16,5672.3063402280495,0,4,1
1781,15601008,Stevenson,802,France,Male,33,8,0.0,2,1,0,143706.18,0,22,3941.7746654509883,1,4,0
1782,15771636,Marshall,793,Spain,Female,36,0,0.0,1,0,0,148993.47,0,19,4564.57391756502,1,5,0
1783,15642002,Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1,21,4790.687870441797,4,3,1
1784,15693381,Tipton,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0,15,3635.0624619657783,1,3,0
1785,15607691,Gibson,658,France,Male,36,8,174060.46,1,1,1,94925.62,0,21,3064.163359951899,0,5,0
1786,15589380,Fraser,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0,16,1775.284738149253,0,3,0
1787,15603846,Fang,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1,24,4706.963441976919,5,1,0
1788,15753549,Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1,17,6237.217095220567,3,1,0
1789,15725355,Morey,439,France,Female,43,8,0.0,1,0,1,104889.3,0,21,1712.7317155600995,1,4,0
1790,15773017,Todd,763,Spain,Female,37,6,0.0,2,1,1,149705.25,0,23,4951.9043498003475,0,3,0
1791,15625641,Forbes,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0,20,5562.286505383121,1,5,1
1792,15776467,De Salis,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0,17,3020.839192541711,1,3,1
1793,15746451,Barry,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0,21,7844.283623096177,2,4,0
1794,15777922,Afamefuna,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0,17,4228.569261923184,0,5,0
1795,15606841,Ibbott,823,France,Male,38,1,0.0,2,1,0,156603.7,0,20,4797.480623086978,2,4,0
1796,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0,23,4677.460998804042,1,4,0
1797,15677173,Law,555,France,Male,37,9,124969.13,1,1,0,60194.05,0,15,1458.451154817888,0,4,0
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1,13,7017.504143368088,4,1,1
1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1,21,3088.962463161525,4,3,1
1800,15612776,McKay,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0,20,4526.958969188528,0,4,0
1801,15794122,Otutodilinna,713,France,Female,59,3,0.0,2,1,1,62700.08,0,15,6195.322002555991,2,5,0
1802,15774931,She,452,France,Male,30,7,112935.87,1,1,1,99017.34,0,26,7921.806852289068,2,4,1
1803,15779247,Pai,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0,26,2840.135436206321,0,4,0
1804,15707078,Kruglov,577,France,Female,26,1,180530.51,1,0,0,123454.62,0,25,4107.032828811146,0,3,1
1805,15605263,Chin,552,France,Male,33,5,140931.57,1,0,1,10921.5,0,21,7764.837260014307,0,4,0
1806,15607381,King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0,17,5927.4277585508935,1,4,0
1807,15683471,Hansen,691,France,Male,38,7,0.0,2,0,0,81617.4,0,16,6342.342718103217,2,3,0
1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1,21,2897.7365284476646,3,2,0
1809,15576085,Stone,739,France,Male,41,5,0.0,2,0,0,143882.25,0,19,4241.580940146883,0,3,0
1810,15770435,McLean,639,France,Female,50,6,115335.32,2,1,1,53130.41,0,12,4664.329135239139,0,5,1
1811,15592994,Zikoranachidimma,651,France,Female,65,0,0.0,2,1,1,190454.04,0,15,3284.2104853140518,0,4,0
1812,15624068,Fu,779,France,Female,26,0,0.0,2,0,1,111906.0,0,16,1650.860748652186,1,5,0
1813,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0,19,3979.0028824728083,0,5,0
1814,15637131,Fallaci,829,France,Male,38,9,0.0,2,1,0,30529.88,0,22,7708.57639916886,1,3,0
1815,15613471,Wiley,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0,28,5118.346931120992,0,4,0
1816,15583499,Chiagoziem,510,France,Male,32,9,103324.78,1,1,1,46127.7,0,15,7748.581827146752,1,3,0
1817,15752816,Murray,531,France,Male,29,3,114590.58,1,0,0,75585.48,0,19,5358.04182845904,0,3,0
1818,15804075,Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0,22,3470.584540824075,0,3,1
1819,15800517,Huang,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0,23,7555.238026463443,0,4,1
1820,15712319,Chukwukere,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0,26,5424.652281335798,0,4,1
1821,15797389,Hsia,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0,16,6923.677664854795,1,3,1
1822,15621432,Lee,630,Spain,Male,35,1,0.0,2,0,0,186826.22,0,20,2863.3436577588573,0,4,1
1823,15779390,Theus,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0,16,7077.512579229006,3,4,1
1824,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1,24,7137.778551088397,4,1,0
1825,15770498,Parker,798,France,Female,37,4,111723.08,1,1,1,83478.12,0,19,5579.534288713071,0,5,0
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1,29,3386.155828380435,3,2,0
1827,15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0,24,4907.982342574776,0,4,1
1828,15740104,Tuan,425,Spain,Female,22,7,169649.73,2,0,1,136365.0,1,18,6222.582294476489,1,2,0
1829,15792649,Patterson,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0,22,5469.1400398730675,0,4,0
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1,21,6202.1654762155285,3,2,1
1831,15572467,Chandler,506,France,Male,37,5,0.0,2,1,1,127543.81,0,20,7024.49181530581,0,3,1
1832,15738219,Nash,632,France,Female,36,7,0.0,2,1,1,52526.65,0,19,3703.106693256157,0,4,1
1833,15600710,Atkinson,620,France,Male,22,0,0.0,1,1,0,32589.45,0,23,2689.848758079722,0,5,1
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,19,4924.922397255516,4,3,0
1835,15694188,Obidimkpa,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0,27,4340.513682260264,0,5,0
1836,15583718,Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0,25,6571.6928263123,1,3,0
1837,15802478,Spring,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0,31,2851.003220682384,1,3,1
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,18,7040.763748355359,4,2,0
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1,20,7707.224219093532,1,2,1
1840,15761374,Bellucci,706,France,Male,54,9,117444.51,1,1,1,186238.85,0,16,5000.60992852458,1,3,0
1841,15569209,Amaechi,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,17,5121.472251162609,0,5,1
1842,15788539,Foxall,501,France,Female,34,3,107747.57,1,1,0,9249.36,0,14,3464.9069975396937,0,4,0
1843,15747222,Bentley,745,Spain,Female,35,8,0.0,2,1,1,116581.1,0,29,3914.678202051867,0,5,0
1844,15769346,Baird,587,France,Female,36,1,134997.49,2,1,0,44688.08,0,18,4183.326638708632,1,4,0
1845,15699634,Howard,667,France,Female,48,2,0.0,2,1,1,148608.39,0,22,7885.880135675861,0,5,0
1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9,1,14,4856.258428378452,1,1,1
1847,15812338,Sopuluchukwu,485,Spain,Female,30,7,0.0,1,1,0,107067.37,0,18,2355.6540867199833,0,5,0
1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,29,5510.708684224007,5,3,1
1849,15685844,White,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0,26,6652.580249244552,1,5,0
1850,15583090,Komar,581,Spain,Female,29,8,0.0,2,1,0,46735.19,0,23,4949.17726135681,0,3,1
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0,22,7938.4268794539785,0,5,0
1852,15633640,Loewenthal,799,France,Female,52,4,161209.66,1,1,1,89081.41,0,26,6555.017334531796,0,5,0
1853,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,20,2901.742540224293,0,4,0
1854,15633574,Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81,0,18,3897.134375207196,0,3,0
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,25,5452.452562849217,2,3,1
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,15,1667.6215239467856,2,1,0
1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,20,5672.713474941229,3,1,0
1858,15709338,T'ao,544,France,Female,29,1,118560.55,1,1,1,164137.36,0,19,1476.8351454907033,0,4,0
1859,15780746,Tyndall,705,France,Male,61,4,0.0,2,1,1,191313.7,0,25,7046.866911129019,0,3,0
1860,15681956,Bailey,684,France,Male,34,9,0.0,2,1,1,65257.57,0,22,6814.547369583417,0,3,1
1861,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,18,6009.5627218301415,0,4,0
1862,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0,23,3648.243271295377,0,5,0
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,19,5340.405649227077,5,3,0
1864,15641183,Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,22,3973.2450249707017,0,5,1
1865,15805312,Bellucci,607,France,Male,45,7,123859.6,1,0,1,113051.57,0,17,2938.3694450998673,0,5,1
1866,15636572,Christmas,760,France,Female,32,7,0.0,2,1,1,105969.05,0,29,4322.513976457179,1,4,0
1867,15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,0,24,6396.531072984191,0,4,0
1868,15740164,Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,0,14,5087.628385663522,0,4,1
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0,18,7901.419848268846,0,5,0
1870,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,18,6531.561078960549,1,4,0
1871,15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0,19,6317.381627811237,0,4,0
1872,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0,20,1782.146901108792,0,4,0
1873,15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0,16,4429.682939689444,0,4,1
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0,22,2871.255179131601,1,3,0
1875,15590268,Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0,19,4633.994240752192,0,5,0
1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,24,3613.4477521536865,0,4,0
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1,25,4244.790093884123,0,2,0
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,19,7122.325464747701,3,1,0
1879,15641043,Scott,648,Spain,Male,35,7,0.0,2,1,1,78436.36,0,16,5950.499858011668,1,4,0
1880,15768095,Yeh,579,France,Male,31,9,0.0,1,0,1,139048.0,0,20,7014.22885796327,1,5,1
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0,19,1798.6337819680289,1,4,0
1882,15669922,Conti,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,18,5115.949393231327,0,4,0
1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,0,16,6933.409962793202,0,4,0
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0,16,8012.591829774312,1,4,0
1885,15713479,Ozuluonye,656,France,Male,35,6,0.0,2,1,0,1485.27,0,27,1903.8232206150137,1,5,0
1886,15663830,De Luca,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0,23,4297.03272767766,0,4,0
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0,14,7068.453348009525,0,5,1
1888,15680918,Freeman,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0,19,4615.44337437711,0,4,0
1889,15663921,Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0,20,3179.1646516605524,0,3,0
1890,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,0,18,1900.0016430079845,0,5,0
1891,15796969,Lahti,731,France,Male,33,4,0.0,2,1,1,74945.11,0,23,3102.596930673666,2,4,0
1892,15574783,Perkins,584,France,Female,37,1,0.0,2,1,1,180363.56,0,16,1622.1966628725418,0,4,0
1893,15773487,Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0,15,5116.920913668051,1,3,1
1894,15802486,Hayes,488,France,Male,34,3,0.0,2,1,1,125979.36,0,18,6792.620371557319,1,5,0
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,18,2478.050482182792,1,5,1
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,22,5515.459482422106,1,4,0
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,24,6690.542058891733,0,3,0
1898,15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,26,4994.5833463033005,0,5,0
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,23,1778.6114101655094,3,1,0
1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,16,5772.423109325006,0,5,0
1901,15754999,Ch'eng,570,France,Female,33,8,0.0,1,1,1,124641.42,0,18,4890.706110471059,0,5,0
1902,15781034,Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0,16,4686.990702798289,1,4,0
1903,15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0,12,3906.325508479071,3,5,0
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,21,5173.574852548082,0,4,0
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,19,6019.63581689392,0,5,0
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,20,9781.296268671696,0,4,1
1907,15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,0,11,5224.66413677441,1,4,1
1908,15810786,O'Toole,620,France,Female,67,3,0.0,2,1,1,43486.73,0,17,8022.282320025346,0,5,0
1909,15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0,15,5715.510166853754,1,4,1
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,14,4800.943344704493,1,5,0
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,14,5297.095055422585,2,5,0
1912,15590606,Saunders,595,France,Male,41,9,0.0,2,1,0,5967.09,0,27,2556.527260614981,1,5,0
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,25,5611.720541504075,3,1,1
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,15,1015.869870357255,0,5,0
1915,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,27,3274.6672842229364,0,3,0
1916,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,26,5219.686186267621,0,4,0
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,17,7387.964546357689,2,2,1
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,18,7861.248793996789,2,3,1
1919,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,0,21,4526.90684071813,0,5,1
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,23,5311.434639060882,7,1,0
1921,15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,0,17,6968.724939164056,0,5,0
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,24,2341.012855614162,3,3,0
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,22,5809.495010631007,5,1,0
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,21,3344.214265268382,4,1,0
1925,15586243,Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,18,4656.349910646562,0,3,0
1926,15757931,Fang,804,France,Male,24,3,0.0,2,1,0,173195.33,0,9,4081.9534990113693,0,4,1
1927,15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,0,18,5870.7162540962945,0,3,0
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,15,6100.60734801818,0,4,0
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,30,6782.157354794795,3,2,0
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,24,5696.397656928897,1,4,0
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,24,5343.307539937793,1,5,0
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,22,8708.047600877204,1,2,1
1933,15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,22,1951.2818596056454,0,3,1
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,12,8391.21972025848,0,4,0
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,17,4420.356182263206,1,5,0
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0,18,6141.78317273661,2,3,1
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,21,4348.680638812798,0,4,0
1938,15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,18,3594.916740896748,1,5,1
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0,15,5969.154385588457,1,4,1
1940,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0,17,7084.256617228886,2,5,1
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,21,5946.01590993481,1,2,0
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,18,3915.7684266342353,0,5,0
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,16,12222.700125631338,1,4,0
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,24,7397.147341732505,0,3,0
1945,15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,18,6866.684608414505,2,4,1
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,17,4294.071538515592,3,1,1
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,21,3749.668423421921,2,5,0
1948,15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,0,18,4440.321848314121,0,5,0
1949,15569187,Fleming,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,14,7162.813088784967,0,5,0
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0,13,3018.791325848344,2,4,0
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,14,2863.592337091366,5,2,0
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,28,6079.095066722037,3,1,0
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,32,5638.3928892842405,0,3,0
1954,15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,0,23,3459.372924218208,1,4,0
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,26,2817.5928431695506,1,5,1
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,20,7875.793986736864,1,2,0
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,18,5714.008850599124,2,2,0
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,24,2272.928272543935,1,3,1
1959,15737506,Tretiakova,645,France,Male,42,6,0.0,1,0,0,149807.01,0,30,2412.7489278354124,0,4,0
1960,15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,21,4276.976055099061,1,5,1
1961,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,10,6465.683613995267,0,5,0
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,19,6190.017604216559,0,4,0
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,19,7263.357074002435,4,2,0
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,31,2019.3003850784048,0,4,0
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,20,5447.693379559313,1,1,1
1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1,27,7851.820664642722,0,3,0
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,18,7665.603460952198,0,5,0
1968,15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,25,5717.8199628253715,1,4,0
1969,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,22,9696.037017307752,0,4,0
1970,15671930,H?,717,France,Female,36,5,0.0,2,1,1,145551.6,0,19,6218.570232831719,1,4,0
1971,15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,19,7085.493265682686,0,5,0
1972,15780954,Cran,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,19,5088.895837551014,1,5,0
1973,15700174,McKay,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0,18,3438.0494143114256,1,3,0
1974,15635728,P'an,693,France,Male,41,4,0.0,2,0,0,156381.47,0,15,3249.581598442508,0,5,0
1975,15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,21,5363.230429588841,1,5,0
1976,15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8,0,17,4576.995986299587,0,3,0
1977,15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,20,1462.8286601730374,0,4,1
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,31,2948.4128301485175,4,1,1
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,20,4363.192851891814,1,5,0
1980,15635597,Echezonachukwu,644,France,Male,33,8,0.0,2,1,1,155294.17,0,20,6454.558751874319,1,3,0
1981,15775880,McElyea,554,France,Female,30,9,0.0,2,1,1,40320.3,0,16,4967.852227675851,1,5,0
1982,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,14,4855.871578998972,0,5,1
1983,15756680,Phillips,667,France,Male,28,6,165798.1,1,1,0,147090.9,0,22,3026.1747459933677,2,3,1
